Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/26/2015 15:27:07,ATIVO,Masculino,,Solteiro/a,Não,Acima de 6000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Muita afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero aprender uma ampla gama de conhecimentos que me ajude a atingir meus objetivos. Pouco tempo depois da conclusão de curso iniciar uma startup de uma empresa minha.,Design digital,SMD e Desing digital,"Dificuldade de Transporte, Materiais exigidos",,
5/26/2015 15:27:25,ATIVO,Feminino,,Solteiro/a,Não,De 3001 até 4000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Pouquíssima afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de prestar um concurso e trabalhar no setor público.,"Espero que me traga mais conhecimento sobre a área em que quero trabalhar, concluir o curso sem nenhuma dificuldade e o mínimo de dúvidas possível.


As expectativas são de me tornar uma excelente profissional na área em que pretendo trabalhar.",Design digital,"Sistemas e Mídias Digitais, Design Digital","Problemas Pessoais, Falta de internet onde moro",,
5/26/2015 15:29:12,ATIVO,Feminino,,Solteiro/a,Não,Até 1000 reais,Família,Zona rural,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Muita afinidade,Boa afinidade,Pouquíssima afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Conheço muito bem,Algum conhecimento,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,Nunca se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero aprender bastante sobre a área, conhecer coisas novas, além de me formar uma profissional competente. E ganhar o suficiente para uma vida melhor.",Design digital,"Design Digital, Engenharia ambiental","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",,
5/26/2015 15:29:38,CANCELADO/DESISTÊNCIA,Masculino,,Casado/a ou União estável,Não,De 2001 até 3000 reais,Com sua esposa/marido ou companheiro/a,Zona urbana,Até 10 km,Automóvel particular,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",No site da universidade.,"Sim, na área de tecnologia da informação ou afins.",,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Pouquíssima afinidade,Alguma afinidade,Pouquíssima afinidade,Não tenho tempo disponível além dos horários das aulas.,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço muito bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que o curso seja mais focado, espero que os professores tragam para nossa realidade suas disciplinas",Design digital,Design Digital / Sistemas da informação,"Problemas Pessoais, Dificuldade de Organizar Horários de Estudos",,
5/26/2015 15:30:35,ATIVO,Feminino,,Solteiro/a,Não,De 3001 até 4000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,"Igreja ou grupo religioso., Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico e Pelo fato de a instituição de ensino ser uma universidade pública.,,Muita afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,Acima de 6 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).",Gostaria de conseguir um bom emprego.,"Que eu vire uma ótima programadora, e possa unir todos os meus conhecimentos com os que eu quero ter posteriormente em especializações e em áreas voltadas à publicidade para me sentir plenamente realizada profissionalmente.",Design digital,Design de Produtos e Design Digital,"Problemas Financeiros, Dificuldade com o aprendizado de programação",,
,CANCELADO/ABANDONO,Feminino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Tenho deficit atenção,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio psicológico para conseguir lidar com meu problema de aprendizado","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Que eu consiga superar minhas diiculdades e concluí-lo.,Ciência da computação,"Ciência da computação, Sistemas de informação","Dificuldade de Concentração, Dificuldade com o aprendizado da matemática",,
5/28/2015 11:45:05,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,De 4001 até 5000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de conseguir um bom emprego.,"Espero que ele me permita aprender muitas coisas relacionadas as diversas áreas de T.I, e que eu possa aprender grande parte do conteúdo ofertado.",Ciência da computação,1 - Ciência da Computação /2 - Engenharia da Computação,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/28/2015 11:45:42,ATIVO,Masculino,,Solteiro/a,Não,Acima de 6000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 4 a 6 horas,Totalmente desmotivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Dominar o mundo com o poder da computação.,Ciência da computação,Ciência da Computação (ambas),"Problemas Pessoais, Dificuldade com certos professores",,
5/28/2015 11:47:43,ATIVO,Feminino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,"Transporte alternativo (taxi, mototaxi, etc)",Não,Pública e particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero suprir minhas expectativas que tenho nessa área, sentir-me completa com meu crescimento pessoal e profissional, permitindo assim permanência no curso e na carreira acadêmica na área da tecnologia.",Ciência da computação,Ciências da Computação - Quixadá / Ciência da Computação - IFCE Maracanaú,"Problemas Financeiros, Problemas Familiares",,
5/28/2015 11:47:46,CANCELADO/DESISTÊNCIA,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,Uma área que acreditava me identificar,,Pouquíssima afinidade,Muita afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Totalmente desmotivado.,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Poucas vezes se verifica,Nunca se verifica,Nunca se verifica,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Alimentação no refeitório universitário gratuita.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero aprender o máximo possível durante minha estadia no curso.,Ciência da computação,CC e não lembro,"Problemas Familiares, Dificuldade de Concentração",,
5/28/2015 11:47:52,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Nunca se verifica,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Adquirir conhecimentos afim de ser um bom profissional na área de TI e possivelmente abrir um negocio próprio ou seguir na carreira acadêmica. (mestrados, doutorado, etc).",Ciência da computação,Ciência da Computação e Engenharia de Software,"Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",,
5/28/2015 11:47:59,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Muita afinidade,Muita afinidade,Até 2 horas,Muito motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Pouquíssimo conhecimento,Verifica-se sempre,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Facilidade de aprender conteudos dessa área","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Aprender mais sobre o computador, como ele funciona, como operar com ele e futuramente achar um mercado de trabalho promissor nessa área.",Ciência da computação,Ciências da Computação/ Engenharia de Software,"Problemas Pessoais, Dificuldade de Organizar Horários de Estudos",,
5/28/2015 11:48:18,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,De 4001 até 5000 reais,Parentes,Zona urbana,Até 10 km,Automóvel particular,Não,Particular,Particular,Ampla concorrência,Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Ganhar dinheiro.,Ciência da computação,Ciência da computação Ciência da computação,"Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/28/2015 11:48:20,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Partido político ou movimento estudantil.,É uma área com a qual me identifico.,,Boa afinidade,Pouquíssima afinidade,Muita afinidade,Alguma afinidade,De 4 a 6 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Eu ja tinha conhecimento na área então já entrei sabendo aquilo que iria ver, espero que eu consiga absorver conhecimento das áreas da computação as quais eu não sei o suficiente e melhore as partes que eu já tinha conhecimento na área.
Minhas expectativas futuras são de fazer mestrado e doutorado e provavelmente dar aula na área de programação ou se não conseguir ensinar, tentar trabalhar em alguma empresa fora do Brasil",Ciência da computação,Ciência da Computação / Ciência da Computação,"Problemas Financeiros, O caso de um dos professores do primeiro semestre não dominar a matéria a qual está lecionando",,
5/28/2015 11:48:52,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Muita afinidade,Muita afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Gostaria que ao decorrer do curso eu possa melhora a minha falta de atenção, e assim focar em metas que sempre tive, porém as vezes deixo de lado, por medo de ser apenas ""Besteiras"". Quando essa dificuldade estiver sido ultrapassada, vou me dedicar inteiramente, ao meu crescimento intelectual, tentar Ciência sem Fronteiras, estudar fora, e me formar, tentar um doutorado, ou mestrado no Canadá, conseguir. Obter residente permanente, trabalho por lá e construir uma familia. Me dedicando sempre, e para realizar esse sonho que é crescer na vida.",Ciência da computação,"Ciencia da Computação, Engenharia de Computação","Problemas Financeiros, Dificuldade de Concentração",,
5/28/2015 11:49:10,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Muita afinidade,Muita afinidade,Muita afinidade,Muita afinidade,Acima de 6 horas,Muito motivado.,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,Espero primeiramente concluir o curso e aproveitar ao máximo as oportunidades que serão oferecidas.,Ciência da computação,"Ciência da computação, Engenharia de software","Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/28/2015 11:49:26,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de prestar um concurso e trabalhar no setor público.,"Obter ótimo conhecimento sobre a área, aprofundar em assuntos que para muitos são desconhecidos, para satisfação pessoal e profissional.",Ciência da computação,Ciencia da Computação e Engenharia de Computadores,"Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/28/2015 11:49:34,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Muita afinidade,Muita afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,Aprender ao máximo tudo que for preciso e um pouco mais. Sucesso profissional em uma área de meu interesse e assim proporcionar conforto para mim e para minha família no futuro.,Engenharia de software,"Ciência da computação, Engenharia de software","Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/28/2015 11:49:55,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Eu espero me formar e ser um bom profissional, alem de ajudar as pessoas (de alguma maneira) com meus conhecimentos.",Ciência da computação,"Ciência da computação, Engenharia de software","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado de programação",,
5/28/2015 11:51:31,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Particular e pública,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).",Gostaria de conseguir um bom emprego.,"Espero que ele possa me proporcionar um bom emprego, no qual eu me inspire a sempre procurar desenvolve-me nessa area, fazendo assim eu conseguir alem de conquistar uma boa estabilidade finaceira para ajudar minha famila, tambem possa me dar prazer em exercer essa area e podendo desenvolver cada vez mais a are para que possa ajudar a construir melhor o mundo de amanha.",Ciência da computação,Ciencia da computaçao / engenharia ambiental,"Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",,
5/28/2015 11:52:03,ATIVO,Masculino,,Solteiro/a,Não,De 4001 até 5000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,Verifica-se com frequência,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria tanto de ter meu propio negócio, mas tambem pretendo trabalhar na área de pesquisa e desenvolvimento de novas tecnologias",Eu espero que todo o conhecimento que eu estou tendo contato torne possível os meus planos para o futuro.,Ciência da computação,Ciencias da Computação e Computação,Dificuldade de Concentração,,
5/28/2015 11:52:21,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",No site da universidade.,Não exerço nenhuma atividade remunerada.,,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero adquiri o maximo de conhecimento possivel na área com a ajuda dos professores, para garantir um bom futuro.",Ciência da computação,Ciência da computação / Sistemas de informação,"Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
