Indicação de data e hora,situacao,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Como você tomou conhecimento do curso de sua escolha aqui na UFC de Quixadá?,Sexo,estado_civil,filhos,renda,quem_você_está_morando_atualmente,residindo_em,distancia_ufc_casa,meio_de_transporte,apresenta_necessidade_educacional_especial,tipo_escola_ensino_fundamental,tipo_escola_ensino_medio,forma_ingresso_ufc_qxd,atividade_remunerada,participa_algum_tipo_atividade_organização_associação,fator_escolha_curso,afinidade_linguagens,afinidade_humanas,afinidade_matematica,afinidade_natureza,estudo_fora_sala,motivacao_curso,tarefa_durante_curso,dedicacao_exigida,disciplinas_ofertadas,competencias_habilidades_requiridas,condicoes_mercado_trabalho,competencias_area_ti,realizacao_profissional,concluir_curso_nessa_instituicao,nao_mudaria_de_curso,Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Assinale as DUAS principais dificuldades que você percebe influenciar a conclusão do curso:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?
4/25/2016 11:47:50,ATIVO,Sistemas da informação,SI/CC,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Muita afinidade,Boa afinidade,De 4 a 6 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço muito bem,Conheço muito bem,Conheço bem,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Problemas Pessoais",Gostaria de prestar um concurso e trabalhar no setor público.,terminar no tempo correto.
4/25/2016 11:48:55,ATIVO,Sistemas da informação,Sistemas de Informação/Quixadá-CE e Engenharia de software/Quixadá-CE,Em sites especializados.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Muita afinidade,Boa afinidade,Pouquíssima afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,Espero que o curso me proporcione uma boa formação academica e profissional.
4/25/2016 11:49:19,DESISTENCIA,Sistemas da informação,Sistemas de informaçao e licenciatura em ingles,Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,"pelas minhas opçoes , era a que eu tinha mais possibilidade de conseguir.",Alguma afinidade,Alguma afinidade,Pouquíssima afinidade,Pouquíssima afinidade,Até 2 horas,Pouco motivado.,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Verifica-se com frequência,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,Espero que a cadia eu goste mais das disciplinas .
4/25/2016 11:49:22,ATIVO,Sistemas da informação,1- Sistemas de Informação 2- Redes de Computadores/Canindé,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Clube recreativo ou associação esportiva.,Por conta de um mercado de trabalho promissor.,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço muito bem,Conheço muito bem,Conheço bem,Conheço muito bem,Poucas vezes se verifica,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,Espero muito especialmente ser um bom analista! *-*
4/25/2016 11:50:10,ATIVO,Sistemas da informação,Jornalismo (UFCA)  e Sistema de Informação (UFC Qiuixada),Escola e cursinhos,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,"Igreja ou grupo religioso., Clube recreativo ou associação esportiva., Grupo cultural (dança, teatro, música, coral, etc).",Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Muita afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que eu possa me motivar mais em relação ao curso, pois sinto que nao irei conseguir chegar ao término por dificuldades em algumas áreas do curso, o que pode causar minha transferência de curso"
4/25/2016 11:50:38,ATIVO,Sistemas da informação,Primeira=S.I/Segunda=Agronomia,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,De 3001 até 4000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,Alguma afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",Gostaria de prestar um concurso e trabalhar no setor público.,Espero terminar o curso e achar um bom emprego com uma boa remuneração.
4/25/2016 11:51:14,ATIVO,Sistemas da informação,Sistema de informação e Letras,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Física,Por conta de um mercado de trabalho promissor.,Boa afinidade,Muita afinidade,Boa afinidade,Muita afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Socialização",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero finaliza-lo e a medida que for me graduando conseguir um mestrado e inserir-me no mercado de trabalho.
4/25/2016 11:51:48,ATIVO,Sistemas da informação,primeira sistemas de informacao e segunda redes de computadores,Em sites especializados.,Masculino,Solteiro/a,Não,Até 1000 reais,Família,Zona rural,Entre 25 km e 50 km,pau de arrara,Sim. Visual,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Alguma afinidade,Pouquíssima afinidade,Alguma afinidade,Pouquíssima afinidade,De 4 a 6 horas,Motivado.,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,"minhas expectativas sao de poder terminar o curso, so que tem alguns obstaculos de aprendizado. tem muita dificuldade em aprender matematica e programacao."
4/25/2016 11:52:21,ATIVO,Sistemas da informação,Sistemas de informação e engenharia da computação,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular e pública,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Ordem Demolay,Por conta de um mercado de trabalho promissor.,Alguma afinidade,Alguma afinidade,Alguma afinidade,Pouquíssima afinidade,Até 2 horas,Motivado.,Conheço muito bem,Conheço muito bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Eu espero atingir um bom rendimento, caso contrário mudarei de curso. O curso é bem amplo, possui ótimos professores. Se me graduar nele pretendo trabalhar fora."
4/25/2016 11:52:24,ATIVO,Sistemas da informação,Ciência da computação,No site da universidade.,Masculino,Solteiro/a,Sim,Até 1000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 4 a 6 horas,Motivado.,Algum conhecimento,Conheço muito bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.,Problemas Financeiros,Gostaria de ganhar dinheiro com o meu próprio negócio.,"Me formar e ser um excelente profissional, ajuda minha família financeiramente."
4/25/2016 11:52:48,ATIVO,Sistemas da informação,Sistemas foi a primeira e educação física a segunda,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Por conta de um mercado de trabalho promissor.,Muita afinidade,Boa afinidade,Pouquíssima afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,Entrar no mercado de trabalho com mais opções e estabilidade financeira.
4/25/2016 11:52:58,ATIVO,Sistemas da informação,"Sistemas de informação, Ciencia da Computação",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Além de ser uma instituição de ensino ser uma universidade pública é uma área qual me identifico e tem um mercado de trabalho promissor.,Alguma afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de ganhar dinheiro com o meu próprio negócio.,"espero poder realizar todos os objetivos, tenho boas espectativas!"
4/25/2016 11:54:04,ATIVO,Sistemas da informação,Via PEC-G,No site da universidade.,Masculino,Solteiro/a,Não,Até 1000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Pública,Particular,Admissão de graduado,Não exerço nenhuma atividade remunerada.,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se com frequência,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Dificuldade de Socialização",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Esperando adquirir boas competências, um diploma valioso"
4/25/2016 11:54:23,ATIVO,Sistemas da informação,"Sistemas de Informação, Matemática",Soube no momento da minha inscrição no SISU.,Masculino,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Sim. Visual,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Igreja ou grupo religioso.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Problemas Familiares",Gostaria de conseguir um bom emprego.,"Pelo visto o curso vai ser muito bom, pois nunca tinha tido contato com a área e em pouco mais de um mês já estou apaixonado pelo curso, espero ter um bom desempenho e concui-lo no tempo previsto."
4/25/2016 11:57:42,ATIVO,Sistemas da informação,"SI,DD",Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade com o aprendizado da matemática",Gostaria de conseguir um bom emprego.,que eu consiga obter todo o conhecimento necessário para se torna uma boa profissional na área que estou mim graduando
4/25/2016 11:58:37,ATIVO,Sistemas da informação,Sistemas de Informação e Ciência da Computação,No site da universidade.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Pouquíssima afinidade,Alguma afinidade,Pouquíssima afinidade,Pouquíssima afinidade,De 4 a 6 horas,Muito motivado.,Pouquíssimo conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade com o aprendizado da matemática","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero ter bom proveito do curso e de suas cadeiras. As minhas expectativas são as melhores e pretendo aproveitar tudo o que o campi tem a oferecer e superar as dificuldades para que possa concluir o curso sem problemas e também ser um ótimo profissional na área.
4/26/2016 15:13:13,ATIVO,Design digital,design digital / agronomia,No site da universidade.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública e particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se sempre,Verifica-se com frequência,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Problemas Pessoais",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Espero que eu consiga me realizar, mesmo não sabendo muito do curso e me desmotivando com algumas disciplinas. Com o meu esforço pessoal e com a minha vontade de vencer, eu espero que eu consiga me formar com notas boas e no mínimo de tempo possível."
4/26/2016 15:13:30,ATIVO,Design digital,"Design Digital, Psicologia","Fazia outro curso na universidade, então fiquei sabendo na propia UFC.",Feminino,Solteiro/a,Não,De 4001 até 5000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Boa afinidade,Boa afinidade,Alguma afinidade,Até 2 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Concentração","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que o curso seja o que eu tenho esperado, e que eu consiga aprender tudo o que me está sendo ensinado."
4/26/2016 15:14:56,ATIVO,Design digital,"Design Digital, Psicologia.",Em sites especializados.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Muita afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Pouco motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).","Problemas Financeiros, Dificuldade com o aprendizado de programação","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Esse curso me abriu a oportunidade de ingressar na UFC, o que me leva um pouco mais á frente no que diz respeito aos meus objetivos futuros."
4/26/2016 15:14:58,DESISTENCIA,Design digital,Psicologia/ Design Digital,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,Muita afinidade,Muita afinidade,Alguma afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Poucas vezes se verifica,Nunca se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade de Transporte, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de ganhar dinheiro com o meu próprio negócio.,Espero conseguir me descobrir nessa carreira com  o decorrer do curso.
4/26/2016 15:15:11,ATIVO,Design digital,Design  Digital e História,Obtive conhecimento através de amigos e familiares.,Feminino,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,"Grupo cultural (dança, teatro, música, coral, etc).","Por influência dos pais, dos amigos e de familiares.",Boa afinidade,Muita afinidade,Alguma afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,"Pretendo terminar o curso, e minhas expectativas são as melhores possíveis"
4/26/2016 15:15:32,ATIVO,Design digital,"Gastronomia, Design Digital",Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,De 3001 até 4000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Boa afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.","Problemas Financeiros, Dificuldade de Concentração",Gostaria de conseguir um bom emprego.,Que eu consiga realmente me identificar com a área e continuar nela. Que eu tenha uma boa integração. Que eu possa aproveitar todas as oportunidades. Que eu consiga permanecer no curso.
4/26/2016 15:15:47,ATIVO,Design digital,Engenharia de software e Design Digital,Soube no momento da minha inscrição no SISU.,Feminino,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,Pelo fato de a instituição de ensino ser uma universidade pública.,Boa afinidade,Muita afinidade,Boa afinidade,Muita afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Nunca se verifica,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos",Gostaria de conseguir um bom emprego.,Espero sair capacitada como uma designer e estimulada a viver na vida academica com projetos e oportunidades que a universidade oferta.
4/26/2016 15:16:37,ATIVO,Design digital,"design digital, história",Obtive conhecimento através de amigos e familiares.,Masculino,Solteiro/a,Não,De 1001 até 2000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Não exerço nenhuma atividade remunerada.,"Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,Alguma afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Conheço bem,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Pessoais, Dificuldade com o aprendizado de programação",Gostaria de conseguir um bom emprego.,espero aprender os caminhos para ser um bom design.
4/26/2016 15:16:59,ATIVO,Design digital,"Design Digital, Engenharia de Software",No site da universidade.,Masculino,Solteiro/a,Não,De 2001 até 3000 reais,Com sua esposa/marido ou companheiro/a,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Não exerço nenhuma atividade remunerada.,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,Muita afinidade,Muita afinidade,Alguma afinidade,Boa afinidade,De 4 a 6 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,"Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Problemas Financeiros, Falta de dedicação por parte de alguns professores,  desestimulante",Gostaria de seguir a vida acadêmica e ganhar dinheiro com meu próprio negocio,"Espero concluir com exito, tirando proveito de todos os conhecimentos oferecidos pelo curso e atingir uma carreira de sucesso."
